interview__id,cs_sector,longitude,latitude,firm_id,password,show_MA_quantile_bysector0,show_MA_quantile_bysector1,show_MA_quantile_bysector2,show_MA_Poll,valid_poll,valid_MA,loc_info,MA_qn_0,MA_qn_1,MA_qn_2,Pll_qnt
049e6794cca64310b3528a87b3344736,FURNITURE,31.76222891,-0.317759348,id_1292,pass_911,1,0,0,1,0,1,MASAKA MASAKA MUNICIPALITY NYENDO-SSENYANGE,1,0,0,0
04b1b77108884a02957ff2d6ae6751cd,MAIZE,33.49793629,0.6256519,id_692,pass_971,0,0,0,1,1,0,IGANGA KIGULU NAKALAMA,0,1,0,3
04c479499054445d8329efc04bb7df4b,FURNITURE,32.04652819,0.399396058,id_1965,pass_1232,1,0,0,1,0,1,MITYANA MITYANA MUNICIPALITY CENTRAL DIVISION,2,1,3,0
04c6718c382241018511b1d264272f8c,FURNITURE,33.16641779,0.65505592,id_892,pass_1252,1,0,0,1,0,1,JINJA KAGOMA BUWENGE TOWN COUNCIL,1,0,1,0
0547ec774a604004b411fc78b1a34104,FURNITURE,34.32882885,1.01567165,id_33,pass_11,1,0,0,1,1,1,BUDUDA MANJIYA BUDUDA TOWN COUNCIL,1,0,0,1
066e176378d049f6b9051b13e0b0fb82,FURNITURE,32.63324878,0.315921941,id_981,pass_1220,1,0,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY NAKAWA,2,3,0,3
06a3a0fc2df444559679396916eee518,FURNITURE,32.640591,0.3438996,id_1800,pass_984,1,0,0,1,1,1,WAKISO KIRA MUNICIPALITY NAMUGONGO DIVISION,2,0,0,3
06b16662fdee4304bf32d0d81057bc91,WELDING,33.6166549,1.7140554,id_225,pass_1023,0,1,0,1,0,0,SOROTI SOROTI MUNICIPALITY EASTERN DIVISION,2,0,0,0
06c02e13442f4192bd88c6adf0ee1ef1,WELDING,32.6338945,0.334940486,id_933,pass_782,0,1,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY NAKAWA,1,3,0,3
06da8a7be79342a899bc0422e05a914e,FURNITURE,32.52770834,0.716822671,id_1489,pass_296,1,0,0,1,0,1,LUWERO KATIKAMU WOBULWNZI TOWN COUNCIL,2,2,0,0
0712d0099c544e66b288f5174a38b7ab,WELDING,32.5354404,0.2732357,id_1387,pass_1516,0,1,0,1,0,1,WAKISO SSABAGABO-MAKINDYE MUNICIPALITY BUNAMWAYA DIVISION,2,2,0,0
077123b729924e1190867155a5705203,MAIZE,32.03982852,0.382742906,id_901,pass_808,0,0,0,1,0,0,MITYANA MITYANA MUNICIPALITY CENTRAL DIVISION,0,0,2,0
07a0e8e1be80461988936e86171c3490,FURNITURE,32.56214811,0.35414102,id_1248,pass_980,1,0,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY KAWEMPE,3,3,0,3
07cd84a035fa45228ab6a3e36d947d7c,FURNITURE,32.5427478,0.2145434,id_1889,pass_1262,1,0,0,1,1,1,WAKISO SSABAGABO-MAKINDYE MUNICIPALITY NDEJJE DIVISION,2,2,0,3
0812c142b7fe4c7fb4c79843180dbf40,MAIZE,33.16698067,0.654543787,id_754,pass_687,0,0,0,1,0,0,JINJA KAGOMA BUWENGE TOWN COUNCIL,1,0,1,0
083a4fdc6f7846df943c6a65bd45e54b,MAIZE,34.16311833,1.077358333,id_1301,pass_502,0,0,0,1,1,0,MBALE MBALE MUNICIPALITY INDUSTRIAL DIVISION,3,0,3,2
0866ffe42bb6431f81352f0ef376ac89,FURNITURE,32.56237217,0.354389411,id_348,pass_941,1,0,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY KAWEMPE,3,3,0,3
086c9bd368bc449abb3018905368fc38,WELDING,33.21334893,0.426538996,id_1339,pass_1473,0,1,0,1,1,0,JINJA JINJA MUNICIPALITY CENTRAL DIVISION,0,0,0,1
08e01b7bbb3f4580b172083799d0c9e0,WELDING,32.52987784,0.719391645,id_900,pass_1892,0,1,0,1,0,1,LUWERO KATIKAMU WOBULWNZI TOWN COUNCIL,2,2,0,0
0931a60f9b554c4f8cfc1b47da9b2aa8,WELDING,32.56027801,0.381549704,id_217,pass_1844,0,1,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY KAWEMPE,1,2,0,1
098b08724c754997a39bc471f661aef0,FURNITURE,32.04878769,0.403395644,id_744,pass_249,1,0,0,1,0,1,MITYANA MITYANA MUNICIPALITY CENTRAL DIVISION,3,0,0,0
099ddeea84ab4879824bf55f11ff00ff,WELDING,33.61975014,1.71684613,id_196,pass_729,0,1,0,1,0,0,SOROTI SOROTI MUNICIPALITY NORTHERN DIVISION,0,0,0,0
09a643c64cc64095bc695b31e948fb0d,FURNITURE,32.6143713,0.3658204,id_575,pass_945,1,0,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY NAKAWA,1,0,0,3
09cb456b44e54dcfafd88d448441d131,FURNITURE,32.56227402,0.354360376,id_428,pass_852,1,0,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY KAWEMPE,3,3,0,3
09d0155c5c0a45c08dad3485a9268fdf,FURNITURE,34.1619394,1.0772168,id_1231,pass_357,1,0,0,1,1,1,MBALE MBALE MUNICIPALITY INDUSTRIAL DIVISION,3,0,3,2
0a5fa4e862b748d6a25f5791f3c4d3a7,FURNITURE,32.561195,0.255865,id_1012,pass_1315,1,0,0,1,1,1,WAKISO SSABAGABO-MAKINDYE MUNICIPALITY BUNAMWAYA DIVISION,3,3,0,2
0a93e99fdf1b42f8bfd7e65926c34d43,WELDING,34.1727503,1.0724723,id_740,pass_422,0,1,0,1,1,1,MBALE MBALE MUNICIPALITY INDUSTRIAL DIVISION,0,2,0,1
0ac2b02bca6a4cb9a263faff882378f2,WELDING,29.76258167,0.005396667,id_934,pass_1733,0,1,0,1,0,1,KASESE BUKONZO MPONDWE/LHUBIRIHA TOWN COUNCIL,0,1,0,0
0ae36843a0484ca5bd7a6b03eeb703ae,WELDING,32.552743,0.233020691,id_1283,pass_103,0,1,0,1,0,0, ,0,0,0,0
0af44fdacd3e492f9007c4f5b1b4ae6f,WELDING,30.2740769,0.6585789,id_1069,pass_1963,0,1,0,1,0,0,KABAROLE FORT PORTAL MUNICIPALITY WESTERN DIVISION,0,0,0,0
0b0873ffbb754dffa6a544b046c5e5f1,FURNITURE,33.476835,0.614753333,id_1569,pass_1853,1,0,0,1,0,0, ,0,0,0,0
0b2df3b396184769b97ac6c643e575a0,WELDING,32.56122947,0.362223596,id_318,pass_507,0,1,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY KAWEMPE,2,3,0,3
0b7d7e0592a0436d902fb39f88d89a53,WELDING,32.58851703,0.387097135,id_766,pass_872,0,1,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY KAWEMPE,0,3,0,1
0bbc835bd2444df2b69eef882baf09e9,WELDING,32.55764909,0.307184522,id_1165,pass_387,0,1,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY RUBAGA,3,1,0,2
0c60d62f1e5a4f8d8179520848af8edc,WELDING,29.74143291,0.031435403,id_927,pass_289,0,1,0,1,0,1,KASESE BUKONZO MPONDWE/LHUBIRIHA TOWN COUNCIL,0,3,1,0
0d7f7af216564032b162fb2d982b688d,WELDING,32.52714021,0.731139324,id_734,pass_1434,0,1,0,1,0,1,LUWERO KATIKAMU WOBULWNZI TOWN COUNCIL,0,1,0,0
0d7fab8a54ac4c6d987a1d51e1987253,FURNITURE,32.04444667,0.40323,id_968,pass_1812,1,0,0,1,0,0, ,0,0,0,0
0e70f4fbf9fb4cbeba1d975171dfe911,WELDING,32.57136902,0.341985214,id_173,pass_1870,0,1,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY KAWEMPE,3,2,0,1
0f1316bbdd8f44a7b86c35b237e6012f,MAIZE,31.39671339,0.550398029,id_1313,pass_1937,0,0,0,1,0,0,MUBENDE MUBENDE MUNICIPALITY SOUTHERN DIVISION,0,1,0,0
0f33776021c240a8b1fe3acafb7f0915,WELDING,32.5761237,0.3857199,id_1847,pass_1547,0,1,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY KAWEMPE,0,2,0,2
0f73b9bce3144b799c28cc62412f1967,WELDING,32.5559243,0.3124059,id_629,pass_1869,0,1,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY RUBAGA,1,1,0,2
0fc199a7154d457fbc7228d4144c5f95,FURNITURE,32.63491833,0.320146667,id_301,pass_302,1,0,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY NAKAWA,2,3,0,1
106f3408ce794814bc55ae91db2cc058,MAIZE,30.2754198,0.660003284,id_219,pass_192,0,0,0,1,0,0,KABAROLE FORT PORTAL MUNICIPALITY WESTERN DIVISION,0,0,0,0
10933d66dbbd4098987e69db894b7c40,FURNITURE,33.21574276,0.442229517,id_1644,pass_1687,1,0,0,1,0,0, ,0,0,0,0
10c7b85231494932827f497b1481ebf7,WELDING,33.21238638,0.427394566,id_367,pass_1487,0,1,0,1,1,0,JINJA JINJA MUNICIPALITY CENTRAL DIVISION,0,0,0,1
10ebe915a8a244ffb007a6b53c8c3f37,FURNITURE,32.75731629,0.353521285,id_633,pass_554,1,0,0,1,0,0, ,0,0,0,0
113337bea55e4cde80a10aa3bd090398,MAIZE,33.618115,1.707681667,id_1100,pass_1421,0,0,0,1,0,0,SOROTI SOROTI MUNICIPALITY EASTERN DIVISION,0,0,0,0
11559f4eb55942bbb6862fea772d6953,FURNITURE,34.16360667,1.075,id_80,pass_1651,1,0,0,1,1,1,MBALE MBALE MUNICIPALITY INDUSTRIAL DIVISION,2,1,0,2
11cb6a0cc2d845259af411635f187911,FURNITURE,31.76172052,-0.321779784,id_687,pass_771,1,0,0,1,0,1,MASAKA MASAKA MUNICIPALITY NYENDO-SSENYANGE,2,0,2,0
11e4a2d1b5554263bc99f269f3fe6dde,FURNITURE,32.63906197,0.30928453,id_1511,pass_318,1,0,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY NAKAWA,2,1,0,3
11e56226174c4b8b87546ae192a8d6c4,FURNITURE,32.57235,0.298631667,id_1667,pass_1591,1,0,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY RUBAGA,3,3,0,3
11ec19e0480a4277b8067437ee4f6b38,MAIZE,34.16248,1.0774,id_697,pass_757,0,0,0,1,1,0,MBALE MBALE MUNICIPALITY INDUSTRIAL DIVISION,3,0,3,2
12ee9c201eac405aaf09e13d8afbff61,FURNITURE,34.1643369,1.0749154,id_1520,pass_1207,1,0,0,1,1,1,MBALE MBALE MUNICIPALITY INDUSTRIAL DIVISION,2,1,0,2
1329806ae40943238200a9a1f4ca343f,WELDING,32.59284833,0.397515,id_1131,pass_784,0,1,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY NAKAWA,1,3,0,1
138ff0a5393e4535a607bff171f69200,FURNITURE,32.5621719,0.3540233,id_1530,pass_1690,1,0,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY KAWEMPE,3,3,0,3
139336c74f94418baab0883269415f2b,WELDING,32.65179988,0.304429758,id_1554,pass_1191,0,1,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY NAKAWA,0,2,0,3
13d9d23b15ba4e2e8e0d015c93aa3242,WELDING,32.571065,0.292851667,id_1732,pass_688,0,1,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY RUBAGA,2,2,0,3
144ca8f502c84f84807fb4745cc2342c,WELDING,32.65875,0.334518333,id_1354,pass_720,0,1,0,1,0,0,WAKISO KIRA MUNICIPALITY BWEYOGERERE DIVISION,0,0,0,0
1492930b0c6a42ba9a7a890490e8e7da,WELDING,32.044495,0.402611667,id_1636,pass_1822,0,1,0,1,0,1,MITYANA MITYANA MUNICIPALITY CENTRAL DIVISION,1,1,0,0
14979748cadb484a8f04a1ac136e16db,WELDING,32.57354333,0.298603333,id_289,pass_595,0,1,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY RUBAGA,3,3,0,3
14a49e84260640fca2d549d104860907,WELDING,29.76339861,0.0375772,id_1104,pass_1008,0,1,0,1,0,1,KASESE BUKONZO MPONDWE/LHUBIRIHA TOWN COUNCIL,0,3,0,0
14fbafcfe6714135acdb7cd3bf4a72cd,MAIZE,33.75908892,0.562089547,id_149,pass_1847,0,0,0,1,0,0,BUGIRI BUGIRI MUNICIPALITY EASTERN DIVISION,1,0,2,0
1525db292f814ed28037bfff8a9edb53,FURNITURE,33.47648706,0.61016364,id_1269,pass_1925,1,0,0,1,1,1,IGANGA IGANGA MUNICIPALITY CENTRAL,1,0,0,3
1531c76ec3814658ad418c9cc1016f84,FURNITURE,32.6250503,0.3753919,id_102,pass_988,1,0,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY NAKAWA,2,0,0,3
159dc39bbeec4697a7134885c0224f39,WELDING,32.5473163,0.2243442,id_417,pass_1212,0,1,0,1,1,1,WAKISO SSABAGABO-MAKINDYE MUNICIPALITY NDEJJE DIVISION,0,3,0,1
15a3e7b5773d4a3888c37ba3ed0761b6,MAIZE,29.75912839,0.035879505,id_1864,pass_733,0,0,0,1,0,0,KASESE BUKONZO MPONDWE/LHUBIRIHA TOWN COUNCIL,0,2,2,0
162fe5e060b640c8aaa80ecc7486098c,WELDING,29.72665333,0.040221667,id_1910,pass_434,0,1,0,1,0,1,KASESE BUKONZO MPONDWE/LHUBIRIHA TOWN COUNCIL,0,2,0,0
16378e33c775461397a198c2709f6022,MAIZE,33.61914675,1.70739345,id_1050,pass_511,0,0,0,1,0,0,SOROTI SOROTI MUNICIPALITY EASTERN DIVISION,0,0,0,0
16698468fb5e4e9fa3055c65539322e8,WELDING,32.62257938,0.362088248,id_16,pass_171,0,1,0,1,0,1,KAMPALA KAMPALA CAPITAL CITY NAKAWA,0,2,0,0
1671eb6ef08a447fa55ecd7d33f90542,MAIZE,29.75930448,0.026453174,id_886,pass_995,0,0,0,1,0,0,KASESE BUKONZO MPONDWE/LHUBIRIHA TOWN COUNCIL,0,0,2,0
16eed9370fb44aeba23312877b1d236c,WELDING,33.21569921,0.497622719,id_1458,pass_581,0,1,0,1,1,1,JINJA BUTEMBE MAFUBIRA,0,1,3,3
175f3badc7f044c1954fcfe9bf09a884,FURNITURE,32.57113374,0.34252248,id_536,pass_176,1,0,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY KAWEMPE,3,2,0,1
17801a158ffb41a9be8dd825670b72aa,WELDING,32.5757173,0.392506,id_1612,pass_1250,0,1,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY KAWEMPE,1,3,0,3
17d4b21aed104a62a4c274dd4b7767df,FURNITURE,32.61622333,0.343363333,id_242,pass_926,1,0,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY NAKAWA,1,0,0,1
17e6fcf477ef40b2b785e826b217c54c,WELDING,33.17229999,0.64846281,id_1443,pass_544,0,1,0,1,1,1,JINJA KAGOMA BUWENGE TOWN COUNCIL,1,1,0,3
18acc3788f2a43a9b8583d5eb4f694c2,MAIZE,32.55312333,0.23484,id_1027,pass_1700,0,0,0,1,0,0, ,0,0,0,0
18c2d24606904f09a0fe26ab15d03ece,FURNITURE,32.57070196,0.342464482,id_1384,pass_1112,1,0,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY KAWEMPE,3,2,0,1
19cf0d0e611d4892a69aba5d5f133e93,FURNITURE,32.4636015,0.0571496,id_662,pass_555,1,0,0,1,0,1,WAKISO ENTEBBE MUNICIPALITY DIVISION B,2,3,0,0
1a005cfc73044899aff697455c6efdcb,MAIZE,33.16656736,0.65451269,id_44,pass_1162,0,0,0,1,0,0,JINJA KAGOMA BUWENGE TOWN COUNCIL,1,0,1,0
1ac85fefe1534d9db4b5113f81a645a4,MAIZE,32.04845385,0.398599574,id_1640,pass_165,0,0,0,1,0,0,MITYANA MITYANA MUNICIPALITY CENTRAL DIVISION,1,0,1,0
1ac9fa80acac448a8cae9e34d7c06f6d,WELDING,32.5722157,0.3978402,id_1132,pass_1144,0,1,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY KAWEMPE,0,1,0,3
1ad24981d5c244309e34f33bb8844663,WELDING,33.49307151,0.62222813,id_265,pass_1619,0,1,0,1,1,1,IGANGA KIGULU NAKALAMA,0,3,0,3
1b129dc647ea4f28a63c09031bfd8be1,FURNITURE,32.56244174,0.354027963,id_574,pass_444,1,0,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY KAWEMPE,3,3,0,3
1b52303c137044a69a7c81ba060b3b9f,WELDING,34.1730053,1.0724883,id_1930,pass_1475,0,1,0,1,1,1,MBALE MBALE MUNICIPALITY INDUSTRIAL DIVISION,0,3,0,3
1b9ea1e4503944fd991064e9d008392c,MAIZE,34.163315,1.077648333,id_506,pass_240,0,0,0,1,1,0,MBALE MBALE MUNICIPALITY INDUSTRIAL DIVISION,1,0,1,2
1c36886c1e37466384e0680ac01c957c,WELDING,31.3971502,0.5496711,id_1542,pass_1134,0,1,0,1,0,1,MUBENDE MUBENDE MUNICIPALITY SOUTHERN DIVISION,0,1,0,0
1c68b29adcb744f38a799b4a4ee36eb1,FURNITURE,32.5303366,0.7183172,id_859,pass_741,1,0,0,1,0,1,LUWERO KATIKAMU WOBULWNZI TOWN COUNCIL,1,2,0,0
1c6df7df7b7f4d66828a3e810bc59e3f,WELDING,32.55967167,0.258556667,id_352,pass_1499,0,1,0,1,1,1,WAKISO SSABAGABO-MAKINDYE MUNICIPALITY BUNAMWAYA DIVISION,0,3,0,1
1cdbc4d40fbc485789720424a1af0beb,FURNITURE,32.5633652,0.337553668,id_58,pass_828,1,0,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY KAWEMPE,1,1,0,2
1d9f7705802d46a68aaa4bfcf219afb4,FURNITURE,32.5188104,0.3049392,id_1215,pass_172,1,0,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY RUBAGA,3,0,0,3
1e11b9bd685e4d1c936e7398d99a3d7a,FURNITURE,32.5476766,0.2876328,id_1217,pass_550,1,0,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY RUBAGA,1,2,0,2
1e2fc625a10d459da61b6c11c4131960,WELDING,33.48746805,0.618315684,id_95,pass_1876,0,1,0,1,1,1,IGANGA IGANGA MUNICIPALITY CENTRAL,0,2,0,3
1e446565841c4df88e322a0d32650424,FURNITURE,29.76548833,0.03727,id_555,pass_252,1,0,0,1,0,1,KASESE BUKONZO MPONDWE/LHUBIRIHA TOWN COUNCIL,2,1,0,0
1e9078307ce94865bab5f749d16c04d3,FURNITURE,31.76466167,-0.321526667,id_1656,pass_572,1,0,0,1,0,0, ,0,0,0,0
1f23a40727d84aaaad525ad68580a4cc,WELDING,32.5986056,0.3497324,id_1506,pass_1569,0,1,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY NAKAWA,0,1,0,2
1f55ac9cf1d94ec690a0291e2c392ef1,FURNITURE,34.3259005,1.0187842,id_1735,pass_1068,1,0,0,1,1,1,BUDUDA MANJIYA BUDUDA TOWN COUNCIL,3,0,0,1
1f69bae8f601401585dc88f0ca8120ff,WELDING,32.56859333,0.292375,id_228,pass_683,0,1,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY RUBAGA,2,2,0,2
1f6cfad444ae486a91b648c4c41885cf,WELDING,32.58630214,0.374991853,id_1517,pass_340,0,1,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY KAWEMPE,0,1,0,2
204007ae75ea4de1b125cb6e99c4b754,FURNITURE,34.162205,1.07802,id_1632,pass_1471,1,0,0,1,1,1,MBALE MBALE MUNICIPALITY INDUSTRIAL DIVISION,3,0,3,2
208522bc74884596910dd84e03be43a0,MAIZE,31.75160691,-0.32799003,id_1416,pass_1518,0,0,0,1,0,0,MASAKA MASAKA MUNICIPALITY NYENDO-SSENYANGE,0,0,0,0
20aebae1884c4fd7ba55788d97736236,FURNITURE,30.06601363,0.703947934,id_1531,pass_1895,1,0,0,1,0,0, ,0,0,0,0
2100af4a796f41da933cf2bf0095287b,FURNITURE,33.6156023,1.7167652,id_365,pass_328,1,0,0,1,0,1,SOROTI SOROTI MUNICIPALITY NORTHERN DIVISION,3,0,0,0
21194c4d003241b3a9a067d01c9276df,WELDING,32.5980272,0.3973132,id_690,pass_230,0,1,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY NAKAWA,0,1,0,2
213458dbbff34c38bcb7e91e594efb9b,WELDING,33.48050167,0.602201667,id_179,pass_1645,0,1,0,1,1,1,IGANGA IGANGA MUNICIPALITY CENTRAL,0,1,0,2
214d7e3f432f40f3a893c21f423e6e28,WELDING,33.25574811,0.474829691,id_1676,pass_1335,0,1,0,1,1,1,JINJA BUTEMBE MAFUBIRA,1,3,0,2
2156836daef348f98a7bcc638a124039,WELDING,32.462849,0.0561319,id_582,pass_1989,0,1,0,1,0,1,WAKISO ENTEBBE MUNICIPALITY DIVISION B,0,1,0,0
2163efc7f8654edc980222105e56f497,WELDING,33.62700112,0.776367962,id_600,pass_1344,0,1,0,1,1,0,IGANGA BUGWERI BUSIEMBATYA,0,0,3,1
227d300a0e10462094697052675fc576,FURNITURE,32.55802833,0.325965,id_674,pass_1404,1,0,0,1,0,0, ,0,0,0,0
23764a533514452daf5b2c17efea490d,FURNITURE,29.72805167,0.04557,id_1379,pass_320,1,0,0,1,0,1,KASESE BUKONZO MPONDWE/LHUBIRIHA TOWN COUNCIL,2,0,0,0
2381d8e488f9419bb6b0fc88d78263dd,FURNITURE,33.21392827,0.428871972,id_1746,pass_1598,1,0,0,1,1,0,JINJA JINJA MUNICIPALITY CENTRAL DIVISION,0,0,0,1
238c0ef31ec94af7b629c30f831cb545,MAIZE,34.3506437,1.2872002,id_1092,pass_916,0,0,0,1,0,0,BULAMBULI BULAMBULI SISIYI,0,0,0,0
239eaa2f28ad486eb86542750bb0f60a,WELDING,32.5719815,0.4013837,id_274,pass_200,0,1,0,1,0,0, ,0,0,0,0
23c31aae5c5947eb9560fbe26ddbbd2f,FURNITURE,33.75998329,0.559804622,id_171,pass_982,1,0,0,1,0,1,BUGIRI BUGIRI MUNICIPALITY EASTERN DIVISION,1,0,2,0
2489875d828e4da1b2e19ef9c69292c9,MAIZE,33.48516146,0.605842481,id_72,pass_1128,0,0,0,1,1,0,IGANGA IGANGA MUNICIPALITY CENTRAL,0,0,0,3
24fd2d38d44d4251b1961f08ccb5ffe6,WELDING,32.5556,0.240153333,id_204,pass_212,0,1,0,1,0,0, ,0,0,0,0
2523c37957fb4208b2ffe7acf5eaebd5,WELDING,34.34042222,1.04925904,id_249,pass_1784,0,1,0,1,1,0,BUDUDA MANJIYA BUSHIKA,1,0,0,3
257c00b384ad4eecbcc5446ebe4ce8f5,WELDING,32.5467091,0.2883999,id_349,pass_656,0,1,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY RUBAGA,1,2,0,2
25e3b9ddc0e94f25b6bbcd7e859ee4c7,WELDING,32.57132285,0.353553499,id_1258,pass_284,0,1,0,1,0,0, ,0,0,0,0
260a458b78aa46c28d9d708bbb26e3e3,WELDING,32.54614167,0.265871667,id_1992,pass_1915,0,1,0,1,0,1,WAKISO SSABAGABO-MAKINDYE MUNICIPALITY BUNAMWAYA DIVISION,1,3,0,0
269c7c15f3f34f2494997d2de04c964a,FURNITURE,32.55125623,0.230708321,id_22,pass_403,1,0,0,1,0,0, ,0,0,0,0
26b609f2cadc410b80a82ec7a37f17b0,WELDING,29.72669167,0.04168,id_90,pass_499,0,1,0,1,0,1,KASESE BUKONZO MPONDWE/LHUBIRIHA TOWN COUNCIL,0,2,0,0
270640742b7440a2851fc5ff47f0caff,WELDING,32.57682064,0.342764101,id_1017,pass_1470,0,1,0,1,1,1,KAMPALA KAMPALA CAPITAL CITY KAWEMPE,0,1,0,1
27109d16dde84ba68402e436c4f9db99,MAIZE,34.33693861,1.04695824,id_52,pass_1295,0,0,0,1,1,0,BUDUDA MANJIYA BUSHIKA,0,0,0,2
